PostNumber,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName,PostLink
588,C0009450,Communicable Diseases,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0040732,Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C1535939,Pneumocystis jiroveci pneumonia,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0042196,Vaccination,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0268059,Neonatal hemochromatosis,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0040732,Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0730400,Solid organ transplant,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C3687832,Drugs - dental services,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0043194,Wiskott-Aldrich Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0005961,Bone Marrow Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0040732,Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0023911,Transplantation of liver,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C1096155,Macrophage Activation Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0577573,Mass of body region,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0021485,Injection of therapeutic agent,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0020971,Immunization,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0042196,Vaccination,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0741847,Bypass,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0268059,Neonatal hemochromatosis,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0040732,Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,,,,,C0440790,Solid organ,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0040732,Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0020972,Immunization Schedule,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0557061,Discussion (procedure),,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,,,,,C0023884,Liver,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0023911,Transplantation of liver,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0040732,Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0023890,Liver Cirrhosis,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0009450,Communicable Diseases,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,,,,,C0023884,Liver,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C1623038,Cirrhosis,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C3280240,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,,,,,C0230415,Right lower extremity,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,,,,,C0230442,Structure of right lower leg,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0003862,Arthralgia,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0184661,Interventional procedure,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,,,,,C4083049,Muscle (organ),https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0037088,Signs and Symptoms,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0040732,Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0040822,Tremor,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0008312,Primary Biliary Cholangitis,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0339897,Transjugular intrahepatic portosystemic shunt procedure,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C4522181,Brachial Amyotrophic Diplegia,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0042345,Varicosity,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0023911,Transplantation of liver,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0557061,Discussion (procedure),,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,,,,,C0023884,Liver,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0557061,Discussion (procedure),,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0023911,Transplantation of liver,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0040732,Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C1533734,Administration procedure,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0043194,Wiskott-Aldrich Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0406636,Lupus erythematosus tumidus,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C1535939,Pneumocystis jiroveci pneumonia,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0021485,Injection of therapeutic agent,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C2987620,Inoculation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0042196,Vaccination,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C1457887,Symptoms,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0863083,Injection site Soreness,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C1533685,Injection procedure,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0206750,Coronavirus Infections,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C1959633,Spatial guidance for medical procedure,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0040732,Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0040732,Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C1096155,Macrophage Activation Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0577573,Mass of body region,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0268059,Neonatal hemochromatosis,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0040732,Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0042196,Vaccination,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0021485,Injection of therapeutic agent,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0021485,Injection of therapeutic agent,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C3714506,Meckel syndrome type 1,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0268059,Neonatal hemochromatosis,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0043194,Wiskott-Aldrich Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C4283938,Open Surgical Procedure,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0338297,Etoposide/Ifosfamide/Mesna/Mitoxantrone,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,,,,,C0227972,Structure of median lobe of prostate,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0406636,Lupus erythematosus tumidus,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0012634,Disease,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0042196,Vaccination,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0009450,Communicable Diseases,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0042769,Virus Diseases,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0040732,Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0040732,Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,,,,,C0227230,Body of stomach,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,,,,,C0018563,Hand,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,,,,,C0227230,Body of stomach,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0406636,Lupus erythematosus tumidus,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0040732,Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0392674,Exhaustion,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0012634,Disease,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,,,,,C0024109,Lung,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C4283938,Open Surgical Procedure,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0040732,Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0029456,Osteoporosis,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0021400,Influenza,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0152032,Urinary hesitation,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C3275067,Cardiac Lead Procedure,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0392970,Doxorubicin/Docetaxel Regimen,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0041281,Tube feeding of patient,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0043194,Wiskott-Aldrich Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0406636,Lupus erythematosus tumidus,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,,,C0338297,Etoposide/Ifosfamide/Mesna/Mitoxantrone,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0029456,Osteoporosis,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
588,C0040822,Tremor,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
589,,,C0199848,Coronavirus vaccination,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0009450,Communicable Diseases,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0231218,Malaise,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0042196,Vaccination,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0019360,Herpes zoster disease,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,,,C0989247,Prednisone 20 MG,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0043194,Wiskott-Aldrich Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0021485,Injection of therapeutic agent,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0042196,Vaccination,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0406636,Lupus erythematosus tumidus,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0017296,gene therapy,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0199848,Coronavirus vaccination,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0206750,Coronavirus Infections,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0199176,Prophylactic treatment,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0206750,Coronavirus Infections,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0018681,Headache,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0002792,anaphylaxis,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C1442877,Sore skin,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0234233,Sore to touch,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0032533,Polymyalgia Rheumatica,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C5203670,COVID-19,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0221423,Illness (finding),,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,,,C1132474,Prednisone 2 MG,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0406636,Lupus erythematosus tumidus,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0032533,Polymyalgia Rheumatica,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0277556,Recurrent disease,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C1457887,Symptoms,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0062074,HAC protocol,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0001486,Adenovirus Infections,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C4554334,IVE Regimen,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0021485,Injection of therapeutic agent,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C1533685,Injection procedure,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C1456647,Childhood Immunization,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0032533,Polymyalgia Rheumatica,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0032533,Polymyalgia Rheumatica,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C1457887,Symptoms,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0004364,Autoimmune Diseases,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0027769,Nervousness,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0021485,Injection of therapeutic agent,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0032533,Polymyalgia Rheumatica,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,,,,,C0227230,Body of stomach,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0030193,Pain,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0231617,Catch - Finding of sensory dimension of pain,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0032533,Polymyalgia Rheumatica,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C1457887,Symptoms,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,,,,,C0815353,Male external urethral sphincter,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0042196,Vaccination,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0021485,Injection of therapeutic agent,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0152054,Therapeutic tactile stimulation,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0679225,multiple pathologies,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C3812880,Withdrawal - birth control,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0043194,Wiskott-Aldrich Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0392970,Doxorubicin/Docetaxel Regimen,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C1959633,Spatial guidance for medical procedure,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0032533,Polymyalgia Rheumatica,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0406636,Lupus erythematosus tumidus,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0032533,Polymyalgia Rheumatica,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C1959633,Spatial guidance for medical procedure,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0231218,Malaise,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0021053,Immune System Diseases,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0406636,Lupus erythematosus tumidus,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0472888,McKeown esophagectomy,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C1969653,MUNGAN SYNDROME,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0679614,cold turkey,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0021485,Injection of therapeutic agent,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0239849,Harlequin Fetus,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0032533,Polymyalgia Rheumatica,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C1457887,Symptoms,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0032533,Polymyalgia Rheumatica,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C3280240,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0042196,Vaccination,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0021485,Injection of therapeutic agent,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0234238,Ache,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0030193,Pain,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0231218,Malaise,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C3280240,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,,,C0021485,Injection of therapeutic agent,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0032533,Polymyalgia Rheumatica,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0239849,Harlequin Fetus,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C1442877,Sore skin,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0234233,Sore to touch,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0032533,Polymyalgia Rheumatica,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
589,C0032533,Polymyalgia Rheumatica,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
