,PostNumber,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName,PostLink,Author
11531,516,,,C0392970,Doxorubicin/Docetaxel Regimen,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11532,516,C0231617,Catch - Finding of sensory dimension of pain,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11533,516,C0206750,Coronavirus Infections,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11534,516,,,C0472888,McKeown esophagectomy,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11535,516,C0009443,Common Cold,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11536,516,C0021400,Influenza,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11537,516,,,C0034386,Quarantine,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11538,516,,,,,,,C0018563,Hand,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11539,516,C5203670,COVID-19,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11540,516,,,C0152277,Incision and drainage,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11541,516,C0406636,Lupus erythematosus tumidus,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11542,516,C0263214,Pyotraumatic dermatitis,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11543,516,,,C0152054,Therapeutic tactile stimulation,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11544,516,,,C0184958,Toilet procedure,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11545,516,C0041912,Upper Respiratory Infections,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11546,516,C0206750,Coronavirus Infections,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11547,516,C0016382,Flushing,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11548,516,,,,,,,C0815353,Male external urethral sphincter,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11549,516,C0021400,Influenza,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11550,516,,,C4283938,Open Surgical Procedure,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11551,516,C0009443,Common Cold,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11552,516,C4522181,Brachial Amyotrophic Diplegia,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11553,516,,,,,,,C0018563,Hand,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11554,516,,,C0062074,HAC protocol,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11555,516,C0272285,Heparin-induced thrombocytopenia,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11556,516,C0231218,Malaise,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11557,516,,,,,,,C0016504,Foot,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11558,516,C0231617,Catch - Finding of sensory dimension of pain,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11559,516,,,,,,,C0015392,Eye,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11560,516,C0016382,Flushing,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11561,516,,,,,,,C0028429,Nose,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11562,516,C0010200,Coughing,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11563,516,,,,,,,C0024109,Lung,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11564,516,,,,,,,C0016129,Fingers,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11565,516,C0021400,Influenza,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11566,516,,,,,,,C0016504,Foot,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11567,516,,,C0184958,Toilet procedure,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11568,516,,,C4283938,Open Surgical Procedure,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11569,516,C0016204,Flatulence,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11570,516,,,C0184958,Toilet procedure,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11571,516,C0206750,Coronavirus Infections,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11572,516,,,,,,,C0016504,Foot,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11573,516,C0009450,Communicable Diseases,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11574,516,C0016204,Flatulence,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11575,516,,,C0184958,Toilet procedure,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11576,516,C0206750,Coronavirus Infections,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11577,516,,,,,,,C0016504,Foot,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11578,516,C0009450,Communicable Diseases,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11579,516,,,C4283938,Open Surgical Procedure,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11580,516,,,,,,,C0024109,Lung,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11581,516,C0206750,Coronavirus Infections,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11582,516,,,C0152277,Incision and drainage,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11583,516,,,C0472888,McKeown esophagectomy,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11584,516,C0010200,Coughing,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11585,516,C0004096,Asthma,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11586,516,C0231807,Dyspnea on exertion,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11587,516,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11588,516,,,C0392970,Doxorubicin/Docetaxel Regimen,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11589,516,C1457887,Symptoms,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11590,516,C0022890,Labyrinthine disorder,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11591,516,C0022893,Labyrinthitis,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11592,516,C0012634,Disease,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11593,516,C0016204,Flatulence,,,,,,,https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,author_102
11594,517,,,C0339897,Transjugular intrahepatic portosystemic shunt procedure,,,,,https://forums.livescience.com/threads/can-anyone-here-suggest-me-some-tips-to-keep-our-home-safe-during-covid-19.2569/,author_144
11595,517,C5203670,COVID-19,,,,,,,https://forums.livescience.com/threads/can-anyone-here-suggest-me-some-tips-to-keep-our-home-safe-during-covid-19.2569/,author_144
11596,517,C5203670,COVID-19,,,,,,,https://forums.livescience.com/threads/can-anyone-here-suggest-me-some-tips-to-keep-our-home-safe-during-covid-19.2569/,author_144
11597,517,C0239849,Harlequin Fetus,,,,,,,https://forums.livescience.com/threads/can-anyone-here-suggest-me-some-tips-to-keep-our-home-safe-during-covid-19.2569/,author_144
11598,517,,,C0472888,McKeown esophagectomy,,,,,https://forums.livescience.com/threads/can-anyone-here-suggest-me-some-tips-to-keep-our-home-safe-during-covid-19.2569/,author_144
11599,517,,,C0339897,Transjugular intrahepatic portosystemic shunt procedure,,,,,https://forums.livescience.com/threads/can-anyone-here-suggest-me-some-tips-to-keep-our-home-safe-during-covid-19.2569/,author_144
11600,517,C0206750,Coronavirus Infections,,,,,,,https://forums.livescience.com/threads/can-anyone-here-suggest-me-some-tips-to-keep-our-home-safe-during-covid-19.2569/,author_144
11601,517,C0012634,Disease,,,,,,,https://forums.livescience.com/threads/can-anyone-here-suggest-me-some-tips-to-keep-our-home-safe-during-covid-19.2569/,author_144
11602,517,,,,,,,C0687028,Duct (organ) structure,https://forums.livescience.com/threads/can-anyone-here-suggest-me-some-tips-to-keep-our-home-safe-during-covid-19.2569/,author_144
11603,517,,,C0184661,Interventional procedure,,,,,https://forums.livescience.com/threads/can-anyone-here-suggest-me-some-tips-to-keep-our-home-safe-during-covid-19.2569/,author_144
11604,518,C5203670,COVID-19,,,,,,,https://forums.livescience.com/threads/are-us-communities-and-hospitals-ready-to-take-on-covid-19.1067/,author_103
11605,518,C5203670,COVID-19,,,,,,,https://forums.livescience.com/threads/are-us-communities-and-hospitals-ready-to-take-on-covid-19.1067/,author_103
11606,518,,,C0034386,Quarantine,,,,,https://forums.livescience.com/threads/are-us-communities-and-hospitals-ready-to-take-on-covid-19.1067/,author_103
11607,518,C0423086,Staring,,,,,,,https://forums.livescience.com/threads/are-us-communities-and-hospitals-ready-to-take-on-covid-19.1067/,author_103
11608,518,,,,,,,C0016504,Foot,https://forums.livescience.com/threads/are-us-communities-and-hospitals-ready-to-take-on-covid-19.1067/,author_103
11609,518,,,,,,,C0028429,Nose,https://forums.livescience.com/threads/are-us-communities-and-hospitals-ready-to-take-on-covid-19.1067/,author_103
11610,518,,,,,,,C0015392,Eye,https://forums.livescience.com/threads/are-us-communities-and-hospitals-ready-to-take-on-covid-19.1067/,author_103
11611,519,C5203670,COVID-19,,,,,,,https://forums.livescience.com/threads/covid-19-in-meatorks.2320/,author_133
11612,519,C5203670,COVID-19,,,,,,,https://forums.livescience.com/threads/covid-19-in-meatorks.2320/,author_133
11613,519,,,,,,,C0024109,Lung,https://forums.livescience.com/threads/covid-19-in-meatorks.2320/,author_133
11614,519,C0032285,Pneumonia,,,,,,,https://forums.livescience.com/threads/covid-19-in-meatorks.2320/,author_133
11615,519,C0009443,Common Cold,,,,,,,https://forums.livescience.com/threads/covid-19-in-meatorks.2320/,author_133
11616,519,C0206750,Coronavirus Infections,,,,,,,https://forums.livescience.com/threads/covid-19-in-meatorks.2320/,author_133
11617,519,,,,,,,C0282335,Respiratory tract structure,https://forums.livescience.com/threads/covid-19-in-meatorks.2320/,author_133
11618,519,C0041912,Upper Respiratory Infections,,,,,,,https://forums.livescience.com/threads/covid-19-in-meatorks.2320/,author_133
11619,519,C0231617,Catch - Finding of sensory dimension of pain,,,,,,,https://forums.livescience.com/threads/covid-19-in-meatorks.2320/,author_133
11620,519,C0009450,Communicable Diseases,,,,,,,https://forums.livescience.com/threads/covid-19-in-meatorks.2320/,author_133
11621,519,,,C0184967,Insertion of pack (procedure),,,,,https://forums.livescience.com/threads/covid-19-in-meatorks.2320/,author_133
11622,520,C0206750,Coronavirus Infections,,,,,,,https://forums.livescience.com/forums/coronavirus-epidemiology.42/?prefix_id=8,author_42
11623,521,,,,,,,C0227230,Body of stomach,https://forums.livescience.com/threads/why-not-antibiotics.1957/,author_21
11624,521,C0206750,Coronavirus Infections,,,,,,,https://forums.livescience.com/threads/why-not-antibiotics.1957/,author_21
11625,521,,,,,,,C0699819,Gut,https://forums.livescience.com/threads/why-not-antibiotics.1957/,author_21
11626,521,,,,,,,C0021853,Intestines,https://forums.livescience.com/threads/why-not-antibiotics.1957/,author_21
11627,521,,,,,,,C0222045,Integumentary scale,https://forums.livescience.com/threads/why-not-antibiotics.1957/,author_21
11628,521,,,C1519433,Special Diet Therapy,,,,,https://forums.livescience.com/threads/why-not-antibiotics.1957/,author_21
11629,521,,,,,,,C0010352,Avian crop,https://forums.livescience.com/threads/why-not-antibiotics.1957/,author_21
11630,521,,,,,,,C0227230,Body of stomach,https://forums.livescience.com/threads/why-not-antibiotics.1957/,author_21
11631,521,C0206750,Coronavirus Infections,,,,,,,https://forums.livescience.com/threads/why-not-antibiotics.1957/,author_21
11632,521,C0206750,Coronavirus Infections,,,,,,,https://forums.livescience.com/threads/why-not-antibiotics.1957/,author_21
11633,521,,,,,,,C0227230,Body of stomach,https://forums.livescience.com/threads/why-not-antibiotics.1957/,author_21
11634,521,C0012634,Disease,,,,,,,https://forums.livescience.com/threads/why-not-antibiotics.1957/,author_21
11635,521,,,C0472888,McKeown esophagectomy,,,,,https://forums.livescience.com/threads/why-not-antibiotics.1957/,author_21
11636,521,C0032285,Pneumonia,,,,,,,https://forums.livescience.com/threads/why-not-antibiotics.1957/,author_21
11637,521,,,,,,,C0227230,Body of stomach,https://forums.livescience.com/threads/why-not-antibiotics.1957/,author_21
11638,521,C4522181,Brachial Amyotrophic Diplegia,,,,,,,https://forums.livescience.com/threads/why-not-antibiotics.1957/,author_21
11639,522,,,C4283938,Open Surgical Procedure,,,,,https://forums.livescience.com/threads/why.2009/,author_167
11640,523,C0206750,Coronavirus Infections,,,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11641,523,,,,,,,C0018563,Hand,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11642,523,,,C0152054,Therapeutic tactile stimulation,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11643,523,,,C0011209,Obstetric Delivery,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11644,523,,,C0184958,Toilet procedure,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11645,523,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11646,523,,,C0543467,Operative Surgical Procedures,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11647,523,C0206750,Coronavirus Infections,,,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11648,523,,,C0034115,Paracentesis,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11649,523,,,C0087111,Therapeutic procedure,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11650,523,,,C0152277,Incision and drainage,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11651,523,,,C0204774,Soaking Procedure,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11652,523,,,C0339897,Transjugular intrahepatic portosystemic shunt procedure,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11653,523,C5203670,COVID-19,,,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11654,523,,,C0441516,Demand (clinical),,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11655,523,C0009450,Communicable Diseases,,,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11656,523,,,,,,,C0016504,Foot,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11657,523,,,,,,,C0018563,Hand,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11658,523,,,C4554334,IVE Regimen,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11659,523,,,,,,,C0018563,Hand,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11660,523,,,C4554334,IVE Regimen,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11661,523,,,C4554334,IVE Regimen,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11662,523,,,,,,,C0815353,Male external urethral sphincter,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11663,523,,,,,,,C0018563,Hand,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11664,523,,,,,,,C0018563,Hand,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11665,523,C0206750,Coronavirus Infections,,,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11666,523,,,C0392970,Doxorubicin/Docetaxel Regimen,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11667,523,,,,,,,C0016504,Foot,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11668,523,,,C0339897,Transjugular intrahepatic portosystemic shunt procedure,,,,,https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,author_110
11669,524,C0015967,Fever,,,,,,,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11670,524,C0242073,Pulmonary congestion,,,,,,,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11671,524,C2364082,Sense of smell impaired,,,,,,,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11672,524,C0015672,Fatigue,,,,,,,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11673,524,C5203670,COVID-19,,,,,,,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11674,524,C1457887,Symptoms,,,,,,,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11675,524,C0206750,Coronavirus Infections,,,,,,,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11676,524,C2364082,Sense of smell impaired,,,,,,,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11677,524,,,C1959633,Spatial guidance for medical procedure,,,,,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11678,524,C5203670,COVID-19,,,,,,,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11679,524,C0206750,Coronavirus Infections,,,,,,,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11680,524,C2364111,Ageusia,,,,,,,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11681,524,C0206750,Coronavirus Infections,,,,,,,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11682,524,C1457887,Symptoms,,,,,,,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11683,524,,,,,,,C0006104,Brain,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11684,524,C1457887,Symptoms,,,,,,,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11685,524,C0039082,Syndrome,,,,,,,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11686,524,C5203670,COVID-19,,,,,,,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11687,524,C1145670,Respiratory Failure,,,,,,,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11688,524,,,,,,,C0162434,Olfactory Cortex,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11689,524,,,,,,,C0028429,Nose,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11690,524,,,,,,,C0501385,Sensory nerve,https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,author_168
11691,525,,,C0472888,McKeown esophagectomy,,,,,https://forums.livescience.com/threads/crossover.1342/,author_40
11692,525,,,,,,,C0227230,Body of stomach,https://forums.livescience.com/threads/crossover.1342/,author_40
11693,525,C0009450,Communicable Diseases,,,,,,,https://forums.livescience.com/threads/crossover.1342/,author_40
11694,525,C0021400,Influenza,,,,,,,https://forums.livescience.com/threads/crossover.1342/,author_40
11695,525,C0021400,Influenza,,,,,,,https://forums.livescience.com/threads/crossover.1342/,author_40
11696,525,C4722446,"ENCEPHALITIS/ENCEPHALOPATHY, MILD, WITH REVERSIBLE MYELIN VACUOLIZATION",,,,,,,https://forums.livescience.com/threads/crossover.1342/,author_40
11697,525,,,,,,,C0018787,Heart,https://forums.livescience.com/threads/crossover.1342/,author_40
11698,525,C3694279,Middle East Respiratory Syndrome,,,,,,,https://forums.livescience.com/threads/crossover.1342/,author_40
11699,525,C1175175,Severe Acute Respiratory Syndrome,,,,,,,https://forums.livescience.com/threads/crossover.1342/,author_40
11700,525,C5203670,COVID-19,,,,,,,https://forums.livescience.com/threads/crossover.1342/,author_40
11701,525,C0009443,Common Cold,,,,,,,https://forums.livescience.com/threads/crossover.1342/,author_40
11702,525,C0041912,Upper Respiratory Infections,,,,,,,https://forums.livescience.com/threads/crossover.1342/,author_40
11703,526,,,C0199848,Coronavirus vaccination,,,,,https://forums.livescience.com/threads/using-an-old-approach-to-developing-a-corona-virus-vaccine.1376/,author_123
11704,526,C0037354,Smallpox,,,,,,,https://forums.livescience.com/threads/using-an-old-approach-to-developing-a-corona-virus-vaccine.1376/,author_123
11705,526,,,C2987620,Inoculation,,,,,https://forums.livescience.com/threads/using-an-old-approach-to-developing-a-corona-virus-vaccine.1376/,author_123
11706,526,C0010232,Cowpox,,,,,,,https://forums.livescience.com/threads/using-an-old-approach-to-developing-a-corona-virus-vaccine.1376/,author_123
11707,526,C0231617,Catch - Finding of sensory dimension of pain,,,,,,,https://forums.livescience.com/threads/using-an-old-approach-to-developing-a-corona-virus-vaccine.1376/,author_123
11708,526,,,C0185115,Extraction,,,,,https://forums.livescience.com/threads/using-an-old-approach-to-developing-a-corona-virus-vaccine.1376/,author_123
11709,526,C0039128,Syphilis,,,,,,,https://forums.livescience.com/threads/using-an-old-approach-to-developing-a-corona-virus-vaccine.1376/,author_123
11710,526,,,C1512335,Harvest Procedure,,,,,https://forums.livescience.com/threads/using-an-old-approach-to-developing-a-corona-virus-vaccine.1376/,author_123
11711,526,C0036310,Scheuermann's Disease,,,,,,,https://forums.livescience.com/threads/using-an-old-approach-to-developing-a-corona-virus-vaccine.1376/,author_123
11712,526,,,C0199848,Coronavirus vaccination,,,,,https://forums.livescience.com/threads/using-an-old-approach-to-developing-a-corona-virus-vaccine.1376/,author_123
11713,526,C5203670,COVID-19,,,,,,,https://forums.livescience.com/threads/using-an-old-approach-to-developing-a-corona-virus-vaccine.1376/,author_123
11714,526,C0012634,Disease,,,,,,,https://forums.livescience.com/threads/using-an-old-approach-to-developing-a-corona-virus-vaccine.1376/,author_123
11715,526,,,,,,,C1184743,bony process,https://forums.livescience.com/threads/using-an-old-approach-to-developing-a-corona-virus-vaccine.1376/,author_123
11716,526,,,C1567676,Variolation,,,,,https://forums.livescience.com/threads/using-an-old-approach-to-developing-a-corona-virus-vaccine.1376/,author_123
11717,526,,,C0042196,Vaccination,,,,,https://forums.livescience.com/threads/using-an-old-approach-to-developing-a-corona-virus-vaccine.1376/,author_123
11718,526,C0010232,Cowpox,,,,,,,https://forums.livescience.com/threads/using-an-old-approach-to-developing-a-corona-virus-vaccine.1376/,author_123
11719,526,C0027769,Nervousness,,,,,,,https://forums.livescience.com/threads/using-an-old-approach-to-developing-a-corona-virus-vaccine.1376/,author_123
11720,527,,,C0199848,Coronavirus vaccination,,,,,https://forums.livescience.com/threads/how-can-i-volunteer-on-coronavirus-vaccine-test.1370/,author_133
11721,527,,,C0199848,Coronavirus vaccination,,,,,https://forums.livescience.com/threads/how-can-i-volunteer-on-coronavirus-vaccine-test.1370/,author_133
11722,528,C0009443,Common Cold,,,,,,,https://forums.livescience.com/threads/if-i-have-a-cold-or-the-flu-can-i-also-get-the-covid-19-virus-too.1390/,author_48
11723,528,C0021400,Influenza,,,,,,,https://forums.livescience.com/threads/if-i-have-a-cold-or-the-flu-can-i-also-get-the-covid-19-virus-too.1390/,author_48
11724,528,C0041912,Upper Respiratory Infections,,,,,,,https://forums.livescience.com/threads/if-i-have-a-cold-or-the-flu-can-i-also-get-the-covid-19-virus-too.1390/,author_48
11725,528,C0009443,Common Cold,,,,,,,https://forums.livescience.com/threads/if-i-have-a-cold-or-the-flu-can-i-also-get-the-covid-19-virus-too.1390/,author_48
11726,528,C0041912,Upper Respiratory Infections,,,,,,,https://forums.livescience.com/threads/if-i-have-a-cold-or-the-flu-can-i-also-get-the-covid-19-virus-too.1390/,author_48
11727,528,C0021400,Influenza,,,,,,,https://forums.livescience.com/threads/if-i-have-a-cold-or-the-flu-can-i-also-get-the-covid-19-virus-too.1390/,author_48
11728,528,C5203670,COVID-19,,,,,,,https://forums.livescience.com/threads/if-i-have-a-cold-or-the-flu-can-i-also-get-the-covid-19-virus-too.1390/,author_48
11729,528,C0019112,Hemorrhoids,,,,,,,https://forums.livescience.com/threads/if-i-have-a-cold-or-the-flu-can-i-also-get-the-covid-19-virus-too.1390/,author_48
11730,528,C0009443,Common Cold,,,,,,,https://forums.livescience.com/threads/if-i-have-a-cold-or-the-flu-can-i-also-get-the-covid-19-virus-too.1390/,author_48
11731,528,C0041912,Upper Respiratory Infections,,,,,,,https://forums.livescience.com/threads/if-i-have-a-cold-or-the-flu-can-i-also-get-the-covid-19-virus-too.1390/,author_48
11732,528,C0021400,Influenza,,,,,,,https://forums.livescience.com/threads/if-i-have-a-cold-or-the-flu-can-i-also-get-the-covid-19-virus-too.1390/,author_48
11733,529,,,,,,,C0024109,Lung,https://forums.livescience.com/threads/pe-lung-damage-risk.1391/,author_73
11734,529,,,C1880476,Etoposide-Platinol Regimen,,,,,https://forums.livescience.com/threads/pe-lung-damage-risk.1391/,author_73
11735,529,,,,,,,C0024109,Lung,https://forums.livescience.com/threads/pe-lung-damage-risk.1391/,author_73
11736,529,C0004096,Asthma,,,,,,,https://forums.livescience.com/threads/pe-lung-damage-risk.1391/,author_73
